,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Clustered Nuclei w/o Border Round Selected,coloc AR - Object No in Spots AR,predicted_clc
4670,4,7,6,36,3,3,1953,1883,"[1949,1880,1956,1890]",774.92,-441.98,0.044536,30.6832,778,0.0833623,658.269,63,555.002,1.24135,3,5,1
4679,4,7,3,40,8,1,2050,1151,"[2046,1147,2055,1159]",-179.43,-1625.37,0.104059841436,52.0093656875,627,0.166736180179,447.793103448,81,401.154168008,1.24591119573,2,9,1
4681,4,7,6,46,9,1,460,501,"[456,498,464,506]",554.24,-1529.23,0.0444346,47.4753,1195,0.078541,1020.96,44,771.021,1.38574,5,23,1
4682,4,7,6,46,9,2,760,570,"[757,567,766,573]",598.79,-1539.27,0.0428134,41.2493,1106,0.0906129,922.217,45,577.822,1.66741,10,40,1
4685,4,7,7,62,9,1,1946,219,"[1942,216,1953,225]",774.01,-1487.47,0.0711281,27.05,476,0.148025,353.25,70,277.731,1.36931,1,5,1
4687,4,7,7,62,9,3,515,542,"[511,538,519,549]",562.34,-1535.33,0.0487176,48.9226,1151,0.0929192,955.286,72,749.39,1.34003,5,60,1
4688,4,7,7,62,9,4,507,548,"[502,545,510,552]",561.18,-1535.93,0.0365968,39.8864,1232,0.0797546,1050.0,44,749.39,1.45436,5,62,1
4690,4,7,7,62,9,6,1404,1741,"[1399,1735,1410,1749]",693.92,-1712.48,0.136176,95.7499,876,0.181085,607.382,121,395.113,1.77957,22,106,1
4697,4,7,5,34,9,1,581,1185,"[576,1181,586,1193]",572.15,-1630.36,0.132995641418,58.8020833333,565,0.191564147627,383.333333333,96,285.211256831,1.55020324787,9,32,1
4705,4,7,5,57,6,1,760,694,"[753,688,767,700]",-1338.85,-911.76,0.100775,157.194,1900,0.150588,1402.66,135,1012.69,1.5403,2,8,1
4709,4,7,1,47,8,1,250,1540,"[249,1539,254,1541]",-445.34,-1682.61,0.194549183039,81.6944444444,967,0.481740018728,338.222222222,12,259.013489822,1.6212154315,5,11,1
4737,4,7,3,45,8,1,2077,1094,"[2072,1090,2081,1100]",-175.54,-1616.83,0.084146400066,45.227582846,635,0.126626363517,492.259259259,76,433.056813072,1.24114625583,4,8,1
4747,4,7,8,6,7,2,1098,1423,"[1097,1422,1100,1425]",-1288.79,-1665.35,0.0669489,97.5278,2190,0.234073,1359.22,12,1073.76,1.35668,2,6,1
4751,4,7,5,6,9,1,319,1208,"[314,1203,323,1215]",533.25,-1633.68,0.0406202,151.746,4197,0.078786,3583.97,84,801.367,4.66168,6,8,1
4752,4,7,5,6,9,2,324,1211,"[321,1207,329,1217]",534.29,-1634.22,0.0547596,178.693,3696,0.0901789,3084.54,69,801.367,4.07208,6,10,1
4759,4,7,7,59,8,1,1320,278,"[1316,272,1324,286]",-287.39,-1496.27,0.0461856,22.5444,553,0.0858247,465.581,72,432.179,1.12945,1,3,1
4765,4,7,8,49,9,1,763,639,"[760,636,768,646]",599.12,-1549.67,0.047634,27.3553,670,0.101135,546.926,64,594.466,0.966045,10,42,1
4773,4,7,6,59,1,1,453,1872,"[449,1867,459,1878]",-415.44,-440.16,0.0441574609888,54.808025177,1389,0.0786727958215,1186.38709677,82,1023.68458133,1.21247808611,3,10,1
4782,4,7,6,47,9,4,838,739,"[833,736,841,743]",610.0,-1564.35,0.0439233,34.1583,942,0.117755,743.522,50,521.018,1.49262,13,42,1
4786,4,7,3,49,1,1,349,1871,"[346,1868,353,1878]",-430.77,-440.19,0.0420939157253,64.646031746,1816,0.104921579232,1471.11111111,70,1142.04947589,1.34473783779,4,7,1
4788,4,7,6,6,9,2,326,1216,"[321,1211,329,1220]",534.43,-1634.73,0.0384662,128.505,3940,0.101755,3212.22,55,820.697,4.0706,5,16,1
4792,4,7,2,47,1,1,357,1877,"[351,1868,365,1884]",-429.59,-440.78,0.114019,110.468,1235,0.179909,858.381,165,740.85,1.30775,5,12,1
4793,4,7,2,47,1,2,375,1885,"[370,1880,380,1892]",-426.99,-442.12,0.122056,127.163,1296,0.172491,914.677,100,740.85,1.40628,5,13,1
4800,4,7,8,46,2,1,1279,923,"[1275,918,1286,928]",-1262.01,-299.89,0.0559664939306,34.2782608696,720,0.109228162071,578.2,69,454.964804827,1.34621019994,3,4,1
4811,4,7,5,63,9,2,119,650,"[113,646,124,657]",503.82,-1551.26,0.109485,87.8333,994,0.163658,714.406,96,538.357,1.49016,12,43,1
4815,4,7,5,62,9,1,1907,212,"[1902,208,1917,217]",768.43,-1486.41,0.126983,47.3975,491,0.202163,325.861,116,263.594,1.41604,1,2,1
4821,4,7,5,62,9,7,130,673,"[125,669,134,678]",505.5,-1554.49,0.075849,65.8683,1096,0.154568,802.545,58,543.251,1.59855,11,53,1
4824,4,7,1,62,9,2,114,734,"[113,733,115,736]",503.07,-1563.48,0.123324,132.847,2140,0.387639,944.375,9,506.827,2.12542,9,21,1
4838,4,7,3,44,3,1,1886,1067,"[1881,1061,1891,1074]",764.99,-321.13,0.0575990497818,23.4030283505,465,0.0968193712453,382.90625,97,320.090108078,1.26935905889,2,2,1
4839,4,7,2,28,4,1,516,2024,"[511,2021,525,2030]",562.83,-1108.53,0.0341816480249,20.6803652968,694,0.0857887874837,584.333333333,73,386.51200421,1.56531670955,6,13,1
4842,4,7,1,1,9,2,1205,274,"[1199,270,1210,282]",664.32,-1495.81,0.0454254,30.4166,764,0.0889578,639.176,86,577.674,1.15912,4,12,1
4851,4,7,2,4,3,2,1941,933,"[1936,929,1951,940]",773.51,-301.56,0.0611752,25.9205,528,0.140648,397.789,100,272.411,1.55541,5,7,1
4853,4,7,7,30,4,1,1854,324,"[1852,323,1856,326]",760.33,-857.11,0.130860095976,78.7777777778,1966,0.579609873678,523.222222222,12,248.346053592,2.42403690855,1,3,1
4854,4,7,5,55,6,1,783,692,"[777,690,787,698]",-1335.6,-911.66,0.0352064996615,56.7047619048,1872,0.0928423993495,1553.92857143,60,1000.5208797,1.60979482388,3,5,1
4857,4,7,4,58,10,1,684,1109,"[678,1105,689,1114]",-381.46,-2264.75,0.0397960608523,27.3768472906,769,0.0758617362568,660.551724138,70,568.795295339,1.20944842031,5,6,1
4861,4,7,6,62,9,1,1905,214,"[1902,208,1910,217]",768.0,-1486.38,0.0807851,36.1207,586,0.175527,411.0,58,271.342,1.64781,1,2,1
4862,4,7,6,62,9,2,1912,211,"[1909,208,1918,217]",769.05,-1486.36,0.0893788,39.8459,569,0.167224,405.963,68,271.342,1.64298,1,3,1
4873,4,7,7,56,10,3,620,1165,"[617,1162,624,1170]",-390.78,-2273.14,0.0697321,54.2909,901,0.108737,724.273,55,546.018,1.42589,6,10,1
4878,4,7,6,41,5,1,346,432,"[342,428,349,438]",-431.42,-873.22,0.0498927444795,29.655,681,0.0933436085156,564.72,64,466.408316521,1.27436621292,1,1,1
4885,4,7,8,37,8,1,1752,1417,"[1748,1414,1757,1422]",-223.3,-1664.53,0.0513517120415,36.2760942761,811,0.0950963966893,670.148148148,66,556.979625259,1.26831253853,1,9,1
4886,4,7,4,57,6,1,743,768,"[738,764,749,774]",-1341.35,-922.85,0.0748461475714,98.3095238095,1535,0.116291149925,1215.17857143,84,1099.14071352,1.19501359478,3,18,1
4887,4,7,1,64,9,1,1403,1784,"[1400,1782,1407,1788]",693.71,-1718.9,0.132082043344,91.5682926829,1014,0.255183511791,601.7,41,293.155101248,2.36485154013,17,31,1
4890,4,7,6,57,6,1,760,693,"[753,687,767,701]",-1338.88,-911.71,0.102145642698,155.838274933,1872,0.154910543788,1369.80952381,159,895.522845478,1.70363917174,3,6,1
4904,4,7,6,37,3,1,1927,1077,"[1921,1072,1934,1082]",771.13,-322.58,0.0555712835668,28.4047058824,608,0.114844276662,482.735294118,100,413.646635382,1.23569239123,2,4,1
4905,4,7,7,2,9,1,1443,1806,"[1438,1802,1449,1811]",699.57,-1721.94,0.0333908991895,56.057168784,1834,0.0611096702113,1622.75862069,76,1738.98143815,0.965401787875,5,11,1
4927,4,7,2,8,7,1,134,2062,"[128,2056,138,2066]",-1431.47,-1759.63,0.0421301024032,47.9825457642,1290,0.0836097151216,1090.93103448,81,1146.90621132,0.993031138032,4,20,1
4941,4,7,6,57,8,1,1830,818,"[1825,812,1834,822]",-212.04,-1575.79,0.0499883,28.6903,677,0.107793,545.25,67,448.707,1.2791,5,7,1
4947,4,7,4,42,8,1,2009,1113,"[2003,1108,2014,1120]",-185.63,-1619.65,0.103610629212,86.2673611111,1014,0.152047717953,746.34375,108,498.966681901,1.66867075761,2,7,1
4956,4,7,7,31,9,1,993,837,"[989,834,999,841]",633.21,-1578.74,0.0292622574665,27.0189830508,1051,0.0794322453423,896.32,59,615.265329037,1.50071674686,5,17,1
4958,4,7,6,47,1,1,359,1876,"[354,1869,364,1883]",-429.47,-440.78,0.0419281123099,58.2301435407,1554,0.0774536099403,1330.57894737,110,1141.00200165,1.21718374631,3,5,1
4960,4,7,3,64,8,1,1219,1981,"[1218,1979,1221,1983]",-302.25,-1747.81,0.189773027184,110.623076923,1455,0.50988429409,472.3,13,457.510534078,1.27411946503,14,21,1
4961,4,7,3,42,2,1,1305,975,"[1299,969,1314,983]",-1258.12,-307.57,0.121810972156,83.6958083832,882,0.187558906692,603.4,167,511.055187351,1.34446499202,2,2,1
4962,4,7,8,62,6,1,737,714,"[732,710,742,720]",-1342.3,-914.85,0.0854022858436,121.445977011,1769,0.152593171749,1300.6,87,757.216654779,1.8779908868,2,7,1
4965,4,7,6,48,9,2,1253,1695,"[1250,1692,1258,1698]",671.65,-1705.54,0.135566,287.007,3233,0.277086,1830.09,51,416.183,5.08694,24,86,1
4966,4,7,7,60,9,1,157,643,"[153,638,161,650]",509.49,-1550.2,0.161401,178.475,1477,0.228627,927.31,93,558.97,1.97826,13,28,1
4983,4,7,4,63,9,1,119,652,"[114,647,123,657]",503.78,-1551.34,0.131695,103.958,1061,0.215051,685.429,75,545.376,1.44742,12,30,1
4984,4,7,4,63,9,2,120,673,"[116,669,126,678]",504.05,-1554.52,0.0433734,25.5561,684,0.0964568,563.655,71,545.376,1.08038,12,34,1
4987,4,7,6,60,1,1,459,1873,"[457,1870,463,1877]",-414.55,-440.32,0.0293335482311,38.3157894737,1399,0.0491602691875,1267.89473684,38,1045.75706778,1.2490573256,4,10,1
4992,4,7,7,35,3,3,1936,1050,"[1932,1047,1939,1057]",772.39,-318.79,0.0432123,22.6814,587,0.0778553,502.2,59,411.533,1.27543,2,6,1
4997,4,7,6,30,4,1,1854,326,"[1853,324,1855,327]",760.32,-857.32,0.0812586445367,58.75,1968,0.495298698832,664.25,9,253.552104829,2.85148490677,1,5,1
4998,4,7,5,61,9,1,150,643,"[143,636,156,651]",508.28,-1550.1,0.142006,142.526,1353,0.22215,861.132,140,556.895,1.80224,14,41,1
5007,4,7,6,61,3,1,1808,1888,"[1804,1883,1812,1892]",753.45,-442.42,0.047205,26.4348,640,0.0906935,533.565,57,534.326,1.04805,4,5,1
5011,4,7,8,64,9,2,515,476,"[508,471,521,484]",562.17,-1525.5,0.0998618,94.7337,1131,0.139596,853.914,125,730.652,1.29836,7,37,1
5013,4,7,8,64,9,4,1324,1779,"[1320,1776,1329,1783]",682.1,-1718.0,0.0730512,44.7974,824,0.183538,568.435,56,406.653,1.508,24,83,1
5018,4,7,7,63,9,1,1930,235,"[1926,232,1934,238]",771.52,-1489.73,0.0838665,34.0743,519,0.164699,372.217,48,264.893,1.53379,1,4,1
5019,4,7,7,63,9,2,500,546,"[495,543,503,553]",560.11,-1535.97,0.0791033,88.7416,1378,0.143045,1033.1,71,752.611,1.4906,6,53,1
5020,4,7,7,63,9,3,719,595,"[716,589,723,600]",592.59,-1542.8,0.0515998,35.0636,768,0.0874593,644.467,66,583.722,1.16413,11,66,1
5025,4,7,8,13,9,1,265,460,"[258,454,271,470]",525.32,-1523.2,0.173330565333,269.138781914,2098,0.240829162039,1283.6097561,171,1157.7133324,1.3412202266,5,10,1
5026,4,7,6,32,9,1,896,725,"[891,721,900,730]",618.65,-1562.21,0.112387827412,87.0256410256,960,0.165538174177,687.307692308,75,592.86630816,1.3060842262,6,6,1
5029,4,7,4,64,6,2,956,1869,"[951,1866,960,1876]",-1309.96,-1085.71,0.0422759,24.5194,649,0.0776554,555.467,72,522.24,1.11057,10,18,1
5036,4,7,7,47,9,2,736,592,"[733,585,741,595]",595.12,-1542.21,0.0493339,37.8442,882,0.0947959,729.259,58,596.686,1.28561,10,49,1
5039,4,7,7,47,9,5,748,615,"[744,609,752,619]",596.77,-1545.69,0.0702896,49.7809,842,0.122334,658.444,71,596.686,1.18693,10,58,1
5041,4,7,7,47,9,7,838,741,"[834,737,843,746]",610.22,-1564.6,0.0750813,60.8313,988,0.137348,749.375,63,547.373,1.48017,13,68,1
5045,4,7,7,48,7,1,1677,1493,"[1674,1490,1681,1497]",-1203.25,-1675.79,0.0995661865569,59.2520408163,757,0.171056193681,535.85,49,450.435743226,1.32116966685,5,7,1
5055,4,7,4,54,6,1,840,724,"[835,720,844,731]",-1327.14,-916.41,0.0323767739625,45.5798319328,1547,0.0635173954676,1362.21428571,68,1141.35788664,1.2334379375,3,7,1
5057,4,7,5,63,8,1,1779,1395,"[1775,1392,1784,1399]",-219.46,-1661.2,0.0506611618627,42.0452091768,964,0.100529100529,787.884615385,57,418.00198626,1.98546861461,10,11,1
5061,4,7,8,53,9,2,435,459,"[430,453,441,466]",550.56,-1522.9,0.0896222,94.901,1238,0.124432,964.0,101,731.558,1.44746,6,12,1
5062,4,7,8,53,9,3,459,482,"[454,476,466,492]",554.07,-1526.43,0.0777585,75.1285,1143,0.123867,891.049,141,731.558,1.32071,6,15,1
5066,4,7,8,43,9,1,492,510,"[485,503,498,517]",558.97,-1530.43,0.124223074197,131.14829932,1338,0.182710156457,924.6,147,716.753553243,1.47295858464,2,6,1
5077,4,7,7,39,3,1,1896,1086,"[1890,1078,1902,1093]",766.49,-323.9,0.114842811402,63.282863478,658,0.148586512262,487.756097561,154,431.654610964,1.27657378618,2,2,1
5080,4,7,3,23,8,1,1406,1629,"[1402,1626,1412,1634]",-274.45,-1695.87,0.0313977,56.2333,2003,0.071763,1734.77,65,1439.31,1.24435,4,4,1
5082,4,7,3,23,8,3,1444,1639,"[1438,1633,1449,1645]",-269.08,-1697.22,0.17933,443.765,3365,0.247264,2030.81,109,1439.31,1.71928,4,8,1
5086,4,7,6,53,6,2,808,744,"[805,741,812,748]",-1331.74,-919.16,0.0358172,48.2785,1488,0.0675711,1299.64,47,915.672,1.47205,3,13,1
5090,4,7,8,5,7,1,1599,978,"[1593,972,1605,986]",-1214.87,-1599.72,0.0305794033574,67.0617140196,2499,0.0806547974668,2125.97368421,113,1865.48431419,1.17558501112,1,1,1
5094,4,7,7,51,8,1,1311,1862,"[1308,1859,1317,1871]",-288.44,-1730.59,0.0445762561354,25.4458525346,653,0.0897928773655,545.392857143,62,570.686537379,1.00026664778,11,21,1
5095,4,7,2,50,8,1,1363,1574,"[1359,1568,1369,1580]",-280.92,-1687.67,0.0945356397354,70.1419860627,940,0.166382309277,671.821428571,82,582.577298851,1.27358792747,6,14,1
5101,4,7,8,39,5,1,59,1865,"[56,1862,64,1871]",-473.55,-1084.94,0.0551236425487,26.7498412698,556,0.0960848480069,458.52,63,364.557543086,1.33112001239,5,6,1
5104,4,7,7,2,5,1,1115,738,"[1111,730,1123,745]",-317.44,-918.29,0.0487890034009,64.4957264957,1469,0.0775973140476,1257.43589744,117,936.765751023,1.41116562224,1,1,1
5105,4,7,7,38,3,1,1912,1087,"[1908,1083,1917,1093]",768.85,-324.02,0.0508239,27.7447,657,0.118151,518.154,69,430.446,1.26822,2,4,1
5106,4,7,7,38,3,2,1919,1089,"[1912,1083,1924,1095]",769.8,-324.4,0.0575252,31.5895,668,0.126901,517.552,85,430.446,1.27575,2,5,1
5109,4,7,2,47,8,1,2000,1119,"[1997,1116,2003,1123]",-186.83,-1620.46,0.1573331296,126.081632653,1100,0.239237144926,675.285714286,49,376.024051711,2.1311598109,2,10,1
5110,4,7,2,47,9,1,1735,715,"[1732,711,1740,721]",742.8,-1560.72,0.0646042,29.0158,517,0.103386,420.115,61,365.91,1.22744,7,7,1
5113,4,7,4,42,5,1,981,1086,"[978,1082,985,1091]",-337.36,-969.74,0.0473822335716,44.2417391304,1092,0.102207398956,889.47826087,50,776.183856686,1.20296240634,4,5,1
5142,4,7,8,31,4,1,1854,326,"[1853,325,1856,328]",760.34,-857.37,0.0819986072423,58.875,1974,0.499359126513,659.125,9,245.410161155,2.92571422723,1,2,1
5144,4,7,4,61,1,1,528,1820,"[525,1812,531,1823]",-404.42,-432.07,0.0373722160231,49.5278514589,1564,0.101512873647,1275.73076923,58,1038.48149253,1.27615044681,2,2,1
5148,4,7,2,31,9,1,475,890,"[471,887,479,894]",556.47,-1586.58,0.0505166457087,25.1517786561,565,0.0889056477292,472.739130435,55,429.173753281,1.16011500071,6,22,1
5149,4,7,8,39,8,1,1770,1385,"[1764,1377,1775,1393]",-220.86,-1659.62,0.0739198,50.8663,814,0.121782,637.262,117,548.663,1.25419,1,8,1
5151,4,7,6,48,8,1,2094,1034,"[2091,1031,2101,1040]",-172.71,-1608.05,0.0449845,32.2767,821,0.0901384,685.231,67,510.115,1.40656,3,5,1
5157,4,7,7,59,6,1,745,689,"[742,686,751,693]",-1340.87,-911.08,0.0474099,68.5948,1652,0.0903391,1378.25,58,826.187,1.75123,3,5,1
5158,4,7,7,59,6,2,750,720,"[747,716,755,724]",-1340.3,-915.63,0.0314353,38.1486,1293,0.0476383,1175.41,52,826.187,1.46887,3,12,1
5162,4,7,7,38,4,2,352,1924,"[349,1921,357,1930]",538.32,-1093.77,0.0471084,21.0558,534,0.112605,425.909,57,320.079,1.39642,9,30,1
5165,4,7,4,23,8,1,1443,1638,"[1436,1631,1451,1647]",-269.06,-1697.3,0.130576387645,300.087581699,2819,0.170416434084,1998.08888889,204,1706.10222467,1.34703327699,4,5,1
5167,4,7,8,58,8,2,1823,899,"[1818,896,1826,904]",-213.17,-1587.98,0.0434161,23.8142,619,0.0824558,524.696,51,419.08,1.30884,1,3,1
5172,4,7,8,64,5,2,1654,1670,"[1649,1663,1660,1676]",-237.83,-1055.96,0.0376871,29.2124,881,0.0830303,745.917,93,436.644,1.7752,12,24,1
5178,4,7,3,0,3,1,1933,933,"[1925,926,1940,942]",772.02,-301.24,0.0862608,39.1882,595,0.178088,415.111,147,288.758,1.57329,5,14,1
5179,4,7,3,0,3,2,1927,936,"[1924,930,1934,943]",771.28,-301.88,0.0575313,27.3092,575,0.124832,447.375,76,288.758,1.64389,5,15,1
5190,4,7,8,38,3,1,1911,1086,"[1907,1082,1916,1090]",768.81,-323.8,0.0434638,23.7754,659,0.114833,523.24,65,426.565,1.28237,2,1,1
5199,4,7,1,48,2,1,1278,930,"[1275,927,1282,937]",-1262.23,-301.09,0.166553085419,117.437229437,956,0.238609371626,587.666666667,77,410.719548998,1.71675270345,2,3,1
5201,4,7,8,47,9,2,545,546,"[540,544,550,551]",566.84,-1535.95,0.0381694,39.2,1166,0.0827375,987.8,54,734.878,1.39751,5,36,1
5203,4,7,8,47,9,4,736,590,"[732,586,740,596]",595.0,-1542.32,0.0399911,33.3996,912,0.0643154,801.778,62,603.322,1.3843,10,43,1
5223,4,7,8,30,3,1,1782,1900,"[1777,1895,1786,1906]",749.68,-444.3,0.0752157594804,52.33377542,815,0.11762619695,643.448275862,78,559.198047099,1.24424978751,3,5,1
5230,4,7,2,44,8,1,2018,1143,"[2014,1139,2022,1148]",-184.17,-1623.97,0.143464,87.3826,795,0.207557,521.708,66,399.144,1.52599,4,16,1
5239,4,7,3,63,9,2,118,652,"[115,648,123,656]",503.8,-1551.39,0.108135,76.9667,897,0.171171,634.8,60,530.894,1.34069,12,28,1
5253,4,7,8,54,5,2,1746,86,"[1743,83,1750,91]",-224.33,-822.01,0.112493,70.1103,764,0.160098,553.13,54,396.431,1.57213,1,5,1
5254,4,7,5,23,1,1,1281,1359,"[1280,1358,1283,1360]",-293.08,-364.26,0.118658210948,101.571428571,1567,0.350030769231,754.428571429,8,414.928962963,2.06300373415,1,3,1
5256,4,7,3,64,9,2,55,683,"[52,680,61,689]",494.57,-1556.04,0.06939,47.4495,818,0.124893,636.36,63,519.418,1.31649,11,35,1
5257,4,7,3,64,9,3,1406,1784,"[1401,1780,1409,1787]",693.99,-1718.55,0.052216,34.3517,762,0.099943,623.526,41,357.477,1.84034,24,60,1
5259,4,7,5,59,10,1,598,1147,"[593,1140,603,1152]",-394.03,-2270.12,0.123028,81.7391,839,0.180313,582.657,106,555.012,1.19708,5,8,1
5262,4,7,7,64,8,1,1219,1981,"[1218,1980,1220,1983]",-302.3,-1747.85,0.186234933723,131.414141414,1563,0.462646217832,574.222222222,11,540.723571317,1.30498539562,11,38,1
5264,4,7,6,58,6,1,787,711,"[784,707,790,716]",-1334.81,-914.27,0.0326981038844,43.990530303,1494,0.0689128101727,1301.36363636,48,913.43730803,1.47284784061,3,7,1
5265,4,7,6,49,8,1,2041,1034,"[2037,1031,2048,1040]",-180.45,-1607.99,0.064171627492,44.1383299799,842,0.133488785788,643.678571429,71,503.315701481,1.36657151641,4,4,1
5278,4,7,6,56,6,1,768,697,"[761,690,774,703]",-1337.78,-912.18,0.0863612486868,132.790384615,1763,0.113066536188,1404.825,156,948.384374832,1.62129978669,3,7,1
5290,4,7,1,29,9,1,1001,768,"[997,765,1004,774]",634.19,-1568.77,0.0920441,51.7939,679,0.14126,510.913,58,457.142,1.23092,2,6,1
5294,4,7,5,41,6,2,276,212,"[273,209,282,216]",-1410.19,-840.51,0.0523363,49.7162,1156,0.124392,900.222,65,601.283,1.57985,1,5,1
5301,4,7,8,37,3,1,1928,1077,"[1925,1074,1934,1082]",771.33,-322.66,0.0432133514355,25.0961538462,693,0.10999537964,555.653846154,60,427.356417528,1.35893595177,2,3,1
5310,4,7,6,46,5,1,883,1076,"[875,1070,888,1081]",-352.02,-968.12,0.033815231948,30.2009803922,996,0.0715918769893,862.916666667,85,733.580831162,1.21747680572,5,5,1
5315,4,7,5,47,1,1,357,1875,"[351,1869,364,1885]",-429.56,-440.8,0.0894379,130.705,1717,0.126752,1330.7,169,1128.35,1.29517,3,1,1
5316,4,7,5,47,1,2,379,1882,"[371,1878,383,1886]",-426.64,-441.5,0.0427605,63.5347,1763,0.106963,1422.29,80,1128.35,1.31681,3,2,1
5317,4,7,5,47,1,3,374,1887,"[370,1884,382,1891]",-426.97,-442.38,0.03768,56.3012,1761,0.101006,1437.89,67,1128.35,1.32423,3,3,1
5321,4,7,1,28,8,1,1359,1641,"[1355,1637,1363,1647]",-281.65,-1697.67,0.14550564608,218.159444444,1966,0.21090429791,1281.16,72,1014.70365559,1.47759341969,4,9,1
5327,4,7,2,41,2,1,1312,962,"[1306,956,1318,971]",-1257.22,-305.79,0.154191567985,109.616988417,924,0.211567084839,601.297297297,140,489.504278624,1.45231475343,2,5,1
